step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,hour_of_day,day_of_week,is_weekend,balance_diff_orig,balance_diff_dest,zero_balance_after,amount_to_balance,balance_mismatch,dest_type,is_extreme_amount,amount_capped,risk_score,risk_tier,type_encoded
231,PAYMENT,145.26,C3296247381,1898.58,1753.32,M389554524,2531.7,2676.96,0,0,15,2,0,145.26,145.26,0,0.07647,0,Merchant,0,145.26,1.91,Low,1
655,CASH_OUT,1029.8,C3923331427,273.21,0.0,M313532697,9801.37,10831.17,0,0,7,6,1,273.21,1029.8,1,3.755516,1,Merchant,0,1029.8,75.0,High,0
171,CASH_OUT,137.28,C8266288332,167.63,30.35,M914558246,168.92,306.2,0,0,3,0,0,137.28,137.28,0,0.81409,0,Merchant,0,137.28,35.35,Medium,0
541,DEBIT,52.01,C2749564634,243.05,191.04,M633622948,827.67,879.68,0,0,13,1,0,52.01,52.01,0,0.213112,0,Merchant,0,52.01,5.33,Low,4
36,PAYMENT,4279.5,C6041186001,904.71,0.0,M856724159,2853.6,7133.1,0,0,12,1,0,904.71,4279.5,1,4.725022,1,Merchant,0,4279.5,60.0,High,1
525,CASH_IN,1665.83,C3060585669,76.1,0.0,C5911268332,19224.16,20889.99,0,0,21,0,0,76.1,1665.83,1,21.606096,1,Customer,0,1665.83,60.0,High,2
160,PAYMENT,9.24,C6998044568,142.46,133.22,M863138493,8.26,17.5,0,0,16,6,1,9.24,9.24,0,0.064408,0,Merchant,0,9.24,1.61,Low,1
699,CASH_OUT,205.67,C1465771700,14.58,0.0,M115973859,237.24,442.91,0,0,3,1,0,14.58,205.67,1,13.200899,1,Merchant,0,205.67,75.0,High,0
243,CASH_OUT,3248.27,C9805230709,145.01,0.0,M240112539,8.97,3257.24,0,0,3,3,0,145.01,3248.27,1,22.246901,1,Merchant,0,3248.27,75.0,High,0
86,CASH_OUT,289.37,C1374251743,33221.09,32931.72,M683538570,1273.51,1562.88,0,0,14,3,0,289.37,289.37,0,0.00871,0,Merchant,0,289.37,15.22,Low,0
578,CASH_IN,126.33,C3912385846,22096.29,21969.96,C3094707467,10.82,137.15,0,0,2,3,0,126.33,126.33,0,0.005717,0,Customer,0,126.33,0.14,Low,2
682,PAYMENT,243.45,C1673972516,2154.15,1910.7,M554261275,403.0,646.45,0,0,10,0,0,243.45,243.45,0,0.112962,0,Merchant,0,243.45,2.82,Low,1
557,CASH_OUT,503.63,C2884149763,212306.41,211802.78,M700167454,539.98,1043.61,0,0,5,2,0,503.63,503.63,0,0.002372,0,Merchant,0,503.63,15.06,Low,0
574,TRANSFER,281.67,C4739414187,22858.95,22577.28,C3174847927,53.3,334.97,0,0,22,2,0,281.67,281.67,0,0.012322,0,Customer,0,281.67,15.31,Low,3
646,CASH_OUT,341.94,C9116031145,3251.15,2909.21,M674675440,4935.87,5277.81,0,0,22,5,1,341.94,341.94,0,0.105143,0,Merchant,0,341.94,17.63,Low,0
28,DEBIT,298.9,C7179169936,4267.4,3968.5,M265405951,725.26,1024.16,0,0,4,1,0,298.9,298.9,0,0.070026,0,Merchant,0,298.9,1.75,Low,4
620,DEBIT,57.56,C6615296119,1369.2,1311.64,M610045367,453.62,511.18,0,0,20,4,0,57.56,57.56,0,0.042008,0,Merchant,0,57.56,1.05,Low,4
556,CASH_OUT,51.92,C7090904969,47.07,0.0,M955101852,71.36,123.28,0,0,4,2,0,47.07,51.92,1,1.080092,1,Merchant,0,51.92,75.0,High,0
340,CASH_OUT,45.61,C8597414829,563.25,517.64,M941761668,246.36,291.97,0,0,4,0,0,45.61,45.61,0,0.080833,0,Merchant,0,45.61,17.02,Low,0
331,PAYMENT,484.44,C2042133585,1.67,0.0,M729794422,41.63,526.07,0,0,19,6,1,1.67,484.44,1,181.438202,1,Merchant,0,484.44,60.0,High,1
640,PAYMENT,1294.05,C6101226807,71.1,0.0,M194240546,184.31,1478.36,0,0,16,5,1,71.1,1294.05,1,17.947989,1,Merchant,0,1294.05,60.0,High,1
506,PAYMENT,61.4,C1870412812,35241.17,35179.77,M450414716,415.5,476.9,0,0,2,0,0,61.4,61.4,0,0.001742,0,Merchant,0,61.4,0.04,Low,1
348,TRANSFER,20.08,C1704154953,1330.83,1310.75,C2702600050,263644.07,263664.15,0,0,12,0,0,20.08,20.08,0,0.015077,0,Customer,0,20.08,15.38,Low,3
473,CASH_IN,70.62,C2484955996,76.3,5.68,C1564760136,333.26,403.88,0,0,17,5,1,70.62,70.62,0,0.913583,0,Customer,0,70.62,22.84,Low,2
231,CASH_OUT,6666.21,C7381752855,4095.25,0.0,M720450262,68.27,6734.48,0,0,15,2,0,4095.25,6666.21,1,1.627393,1,Merchant,0,6666.21,75.0,High,0
190,CASH_OUT,215.68,C3388875802,4968.7,4753.02,M674985082,16.19,231.87,0,0,22,0,0,215.68,215.68,0,0.043399,0,Merchant,0,215.68,16.08,Low,0
225,PAYMENT,262.91,C4685447624,51800.87,51537.96,M670318773,1994.88,2257.79,0,0,9,2,0,262.91,262.91,0,0.005075,0,Merchant,0,262.91,0.13,Low,1
385,CASH_OUT,81.82,C5779799691,93498.63,93416.81,M818521588,29.53,111.35,0,0,1,2,0,81.82,81.82,0,0.000875,0,Merchant,0,81.82,15.02,Low,0
377,CASH_IN,1265.74,C2605354262,7731.51,6465.77,C3568929644,1044.6,2310.34,0,0,17,1,0,1265.74,1265.74,0,0.163691,0,Customer,0,1265.74,4.09,Low,2
283,CASH_OUT,315.24,C6978172735,24.86,0.0,M760706906,12807.76,13123.0,0,0,19,4,0,24.86,315.24,1,12.190255,1,Merchant,0,315.24,75.0,High,0
633,CASH_OUT,94.32,C8754569060,328043.54,327949.22,M296867406,2690.92,2785.24,0,0,9,5,1,94.32,94.32,0,0.000288,0,Merchant,0,94.32,15.01,Low,0
628,CASH_OUT,51.33,C4144743479,32320.68,32269.35,M240271191,38.87,90.2,0,0,4,5,1,51.33,51.33,0,0.001588,0,Merchant,0,51.33,15.04,Low,0
259,CASH_IN,858.94,C3554835181,9163.6,8304.66,C5202828980,731.04,1589.98,0,0,19,3,0,858.94,858.94,0,0.093724,0,Customer,0,858.94,2.34,Low,2
359,CASH_OUT,684.01,C3894569938,1051.86,367.85,M507083813,10185.77,0.0,0,0,23,0,0,684.01,-10185.77,0,0.649669,0,Merchant,0,684.01,31.24,Medium,0
710,CASH_IN,33.9,C4079196861,22.77,0.0,C4388254472,938.49,972.39,0,0,14,1,0,22.77,33.9,1,1.426167,1,Customer,0,33.9,60.0,High,2
456,PAYMENT,4697.4,C4914281628,270.41,0.0,M715390040,241.61,4939.01,0,0,0,5,1,270.41,4697.4,1,17.307395,1,Merchant,0,4697.4,60.0,High,1
411,CASH_IN,111.75,C8022885501,965.57,853.82,C3083727348,3773.26,3885.01,0,0,3,3,0,111.75,111.75,0,0.115615,0,Customer,0,111.75,2.89,Low,2
649,PAYMENT,4.71,C2210757301,402.52,397.81,M292294917,1422.48,1427.19,0,0,1,6,1,4.71,4.71,0,0.011672,0,Merchant,0,4.71,0.29,Low,1
318,CASH_OUT,8580.68,C1515736735,16875.87,8295.19,M490123046,565.52,9146.2,0,0,6,6,1,8580.68,8580.68,0,0.508428,0,Merchant,0,8580.68,27.71,Medium,0
677,CASH_IN,328.62,C7929159137,905.69,577.07,C4216843857,0.0,2531.5,0,0,5,0,0,328.62,2531.5,0,0.362439,0,Customer,0,328.62,9.06,Low,2
225,CASH_OUT,961.93,C7645111197,157.33,0.0,M621530211,834.05,1795.98,0,0,9,2,0,157.33,961.93,1,6.075475,1,Merchant,0,961.93,75.0,High,0
234,PAYMENT,11436.58,C6275369260,3834.58,0.0,M471314944,127.68,11564.26,0,0,18,2,0,3834.58,11436.58,1,2.981708,1,Merchant,0,11436.58,60.0,High,1
684,CASH_OUT,54.31,C2784101892,137.96,83.65,M964096396,659.04,713.35,0,0,12,0,0,54.31,54.31,0,0.390832,0,Merchant,0,54.31,24.77,Low,0
664,CASH_IN,1052.23,C9373009706,18.55,0.0,C5748848659,211.33,1263.56,0,0,16,6,1,18.55,1052.23,1,53.822506,1,Customer,0,1052.23,60.0,High,2
374,TRANSFER,4232.96,C6833563889,3918.98,0.0,C9532876129,7190.13,11423.09,0,0,14,1,0,3918.98,4232.96,1,1.079842,1,Customer,0,4232.96,75.0,High,3
672,PAYMENT,62.24,C8880359860,914.85,852.61,M316610897,204.38,266.62,0,0,0,0,0,62.24,62.24,0,0.067959,0,Merchant,0,62.24,1.7,Low,1
608,PAYMENT,7489.92,C5927495910,1623.03,0.0,M864437117,205.99,7695.91,0,0,8,4,0,1623.03,7489.92,1,4.611935,1,Merchant,0,7489.92,60.0,High,1
472,CASH_IN,24.09,C5134838994,34220.8,34196.71,C5425192911,3147.77,3171.86,0,0,16,5,1,24.09,24.09,0,0.000704,0,Customer,0,24.09,0.02,Low,2
233,CASH_OUT,333.38,C5345241808,2053.83,1720.45,M965266637,225.22,558.6,0,0,17,2,0,333.38,333.38,0,0.162242,0,Merchant,0,333.38,19.06,Low,0
692,TRANSFER,46.96,C4003087516,4550.47,4503.51,C4097793847,512.4,559.36,0,0,20,0,0,46.96,46.96,0,0.010318,0,Customer,0,46.96,15.26,Low,3
113,CASH_OUT,1622.44,C9828858731,1144.7,0.0,M710029472,171.87,1794.31,0,0,17,4,0,1144.7,1622.44,1,1.416112,1,Merchant,0,1622.44,75.0,High,0
497,TRANSFER,58.51,C1423573902,8307.75,8249.24,C4545529081,57.12,115.63,0,0,17,6,1,58.51,58.51,0,0.007042,0,Customer,0,58.51,15.18,Low,3
442,CASH_IN,117.38,C2979323407,5.31,0.0,C6844352349,191.59,308.97,0,0,10,4,0,5.31,117.38,1,18.602219,1,Customer,0,117.38,60.0,High,2
564,CASH_IN,69.55,C5435115408,158.24,88.69,C1173924872,86.97,156.52,0,0,12,2,0,69.55,69.55,0,0.436762,0,Customer,0,69.55,10.92,Low,2
268,PAYMENT,36.46,C1961327309,417.63,381.17,M913912118,385436.07,385472.53,0,0,4,4,0,36.46,36.46,0,0.087094,0,Merchant,0,36.46,2.18,Low,1
510,PAYMENT,87.01,C4149498385,330.77,243.76,M103066720,202.06,289.07,0,0,6,0,0,87.01,87.01,0,0.26226,0,Merchant,0,87.01,6.56,Low,1
386,PAYMENT,368.46,C1163204746,151.56,0.0,M393404409,122.68,491.14,0,0,2,2,0,151.56,368.46,1,2.415181,1,Merchant,0,368.46,60.0,High,1
387,CASH_OUT,330.16,C2267882704,893.4,563.24,M722873105,3523.76,3853.92,0,0,3,2,0,330.16,330.16,0,0.369141,0,Merchant,0,330.16,24.23,Low,0
113,PAYMENT,261.66,C3460525065,781.18,519.52,M125914148,3090.34,3352.0,0,0,17,4,0,261.66,261.66,0,0.334527,0,Merchant,0,261.66,8.36,Low,1
613,PAYMENT,106.37,C1391288064,892.27,785.9,M581717438,41.84,148.21,0,0,13,4,0,106.37,106.37,0,0.119079,0,Merchant,0,106.37,2.98,Low,1
625,CASH_IN,197.93,C9584743578,1810.12,1612.19,C3288680247,716.32,914.25,0,0,1,5,1,197.93,197.93,0,0.109286,0,Customer,0,197.93,2.73,Low,2
81,PAYMENT,16.93,C5031552729,3806.54,3789.61,M196876992,208.33,225.26,0,0,9,3,0,16.93,16.93,0,0.004446,0,Merchant,0,16.93,0.11,Low,1
699,CASH_OUT,99.69,C9130929564,157.61,57.92,M548891077,822.99,922.68,0,0,3,1,0,99.69,99.69,0,0.628523,0,Merchant,0,99.69,30.71,Medium,0
113,CASH_OUT,258.91,C4844770785,297.12,38.21,M963507664,207.77,466.68,0,0,17,4,0,258.91,258.91,0,0.868476,0,Merchant,0,258.91,36.71,Medium,0
2,PAYMENT,726.85,C8625224195,11012.9,10286.05,M980550279,2.32,729.17,0,0,2,0,0,726.85,726.85,0,0.065994,0,Merchant,0,726.85,1.65,Low,1
642,CASH_OUT,569.37,C4948404335,104.08,0.0,M671931268,1594.05,2163.42,0,0,18,5,1,104.08,569.37,1,5.418443,1,Merchant,0,569.37,75.0,High,0
220,CASH_OUT,34.61,C4859112617,145.5,110.89,M986232526,1245.3,1279.91,0,0,4,2,0,34.61,34.61,0,0.236246,0,Merchant,0,34.61,20.91,Low,0
566,CASH_IN,949.16,C8330794570,158.79,0.0,C1001878578,18.46,967.62,0,0,14,2,0,158.79,949.16,1,5.940046,1,Customer,0,949.16,60.0,High,2
736,PAYMENT,515.17,C3307936460,665.34,150.17,M458616502,4859.51,5374.68,0,0,16,2,0,515.17,515.17,0,0.773134,0,Merchant,0,515.17,19.33,Low,1
225,PAYMENT,7189.19,C3216872461,13297.62,6108.43,M126465599,4864.96,12054.15,0,0,9,2,0,7189.19,7189.19,0,0.540597,0,Merchant,0,7189.19,13.51,Low,1
385,CASH_OUT,20.31,C2379689803,4063.28,4042.97,M115777694,8115.38,8135.69,0,0,1,2,0,20.31,20.31,0,0.004997,0,Merchant,0,20.31,15.12,Low,0
403,CASH_IN,307.06,C7617072391,123.68,0.0,C6729049204,8.4,315.46,0,0,19,2,0,123.68,307.06,1,2.462785,1,Customer,0,307.06,60.0,High,2
638,CASH_OUT,3173.57,C7253278596,102036.21,98862.64,M666744730,3330.17,6503.74,0,0,14,5,1,3173.57,3173.57,0,0.031102,0,Merchant,0,3173.57,15.78,Low,0
130,CASH_IN,222.99,C7831502469,192.65,0.0,C1066666655,48.78,271.77,0,0,10,5,1,192.65,222.99,1,1.15151,1,Customer,0,222.99,60.0,High,2
53,CASH_OUT,64.92,C4465389604,19.05,0.0,M994496459,18.99,83.91,0,0,5,2,0,19.05,64.92,1,3.237905,1,Merchant,0,64.92,75.0,High,0
684,CASH_IN,78.88,C3533976696,104869.66,104790.78,C7637126307,111.6,190.48,0,0,12,0,0,78.88,78.88,0,0.000752,0,Customer,0,78.88,0.02,Low,2
730,PAYMENT,1938.33,C8542266658,135.35,0.0,M183787851,227.91,2166.24,0,0,10,2,0,135.35,1938.33,1,14.215842,1,Merchant,0,1938.33,60.0,High,1
672,PAYMENT,18.24,C1519960310,831.09,812.85,M812433291,111.88,130.12,0,0,0,0,0,18.24,18.24,0,0.021921,0,Merchant,0,18.24,0.55,Low,1
710,PAYMENT,207.17,C6066519931,784.49,577.32,M992243258,7826.57,8033.74,0,0,14,1,0,207.17,207.17,0,0.263746,0,Merchant,0,207.17,6.59,Low,1
416,PAYMENT,69.96,C4634681007,4695.62,4625.66,M907086291,30.29,100.25,0,0,8,3,0,69.96,69.96,0,0.014896,0,Merchant,0,69.96,0.37,Low,1
247,CASH_OUT,81.3,C8568417114,11.11,0.0,M548917161,4587.61,4668.91,0,0,7,3,0,11.11,81.3,1,6.71346,1,Merchant,0,81.3,75.0,High,0
439,CASH_IN,975.75,C9616597580,517.12,0.0,C3896009811,137.77,1113.52,0,0,7,4,0,517.12,975.75,1,1.883251,1,Customer,0,975.75,60.0,High,2
203,CASH_OUT,182.99,C2319975862,438.37,255.38,M939135975,510.58,693.57,0,0,11,1,0,182.99,182.99,0,0.416483,0,Merchant,0,182.99,25.41,Medium,0
184,CASH_IN,642.95,C8111045462,37581.96,36939.01,C1538692791,0.0,844.39,0,0,16,0,0,642.95,844.39,0,0.017107,0,Customer,0,642.95,0.43,Low,2
123,CASH_IN,33.65,C7003185156,281.77,248.12,C9939910892,53.53,87.18,0,0,3,5,1,33.65,33.65,0,0.119001,0,Customer,0,33.65,2.98,Low,2
401,CASH_OUT,2121.33,C9499636844,491.84,0.0,M434489768,50.54,2171.87,0,0,17,2,0,491.84,2121.33,1,4.304298,1,Merchant,0,2121.33,75.0,High,0
294,CASH_IN,617.3,C5180125952,7334.9,6717.6,C5062241153,15.23,632.53,0,0,6,5,1,617.3,617.3,0,0.084148,0,Customer,0,617.3,2.1,Low,2
280,PAYMENT,4798.3,C6204178216,3938.28,0.0,M110125596,12.18,4810.48,0,0,16,4,0,3938.28,4798.3,1,1.218065,1,Merchant,0,4798.3,60.0,High,1
610,CASH_OUT,178.77,C9075383880,179.45,0.68,M323341370,261.83,440.6,0,0,10,4,0,178.77,178.77,0,0.99069,0,Merchant,0,178.77,39.77,Medium,0
198,TRANSFER,991.41,C3705377694,3200.35,2208.94,C4488615253,12491.21,13482.62,0,0,6,1,0,991.41,991.41,0,0.309685,0,Customer,0,991.41,22.74,Low,3
511,PAYMENT,1932.93,C7258691386,173.57,0.0,M121065768,24.65,1957.58,0,0,7,0,0,173.57,1932.93,1,11.072521,1,Merchant,0,1932.93,60.0,High,1
144,PAYMENT,953.17,C9192197133,8168.84,7215.67,M292342266,626.0,1579.17,0,0,0,6,1,953.17,953.17,0,0.116669,0,Merchant,0,953.17,2.92,Low,1
609,PAYMENT,12035.05,C6725113691,734.68,0.0,M604365194,278.24,12313.29,0,0,9,4,0,734.68,12035.05,1,16.359083,1,Merchant,0,12035.05,60.0,High,1
201,CASH_OUT,14.49,C5752054649,47.39,32.9,M243124727,10200.75,10215.24,0,0,9,1,0,14.49,14.49,0,0.299442,0,Merchant,0,14.49,22.49,Low,0
124,TRANSFER,572.09,C3085303181,5.16,0.0,C8390722492,1324.73,1896.82,0,0,4,5,1,5.16,572.09,1,92.871753,1,Customer,0,572.09,75.0,High,3
187,CASH_OUT,179.16,C4807821330,428.36,249.2,M532041564,79.44,258.6,0,0,19,0,0,179.16,179.16,0,0.417272,0,Merchant,0,179.16,25.43,Medium,0
326,CASH_OUT,155.19,C5871156185,154.59,0.0,M868896531,20.61,175.8,0,0,14,6,1,154.59,155.19,1,0.997429,0,Merchant,0,155.19,74.94,High,0
464,PAYMENT,7998.98,C3545657005,602.42,0.0,M899745268,3.26,8002.24,0,0,8,5,1,602.42,7998.98,1,13.256074,1,Merchant,0,7998.98,60.0,High,1
349,PAYMENT,116.7,C3682933207,969.6,852.9,M848206948,60.02,176.72,0,0,13,0,0,116.7,116.7,0,0.120235,0,Merchant,0,116.7,3.01,Low,1
660,PAYMENT,2220.87,C4580040324,9.17,0.0,M263835149,89699.48,91920.35,0,0,12,6,1,9.17,2220.87,1,218.374631,1,Merchant,0,2220.87,60.0,High,1
403,CASH_OUT,49.0,C3934346794,176.85,127.85,M449172215,92.88,141.88,0,0,19,2,0,49.0,49.0,0,0.275513,0,Merchant,0,49.0,21.89,Low,0
346,CASH_OUT,3099.6,C4604708841,793.6,0.0,M338605355,3.61,3103.21,0,0,10,0,0,793.6,3099.6,1,3.900831,1,Merchant,0,3099.6,75.0,High,0
511,CASH_OUT,385.71,C7324541600,1408.27,1022.56,M916216593,6.54,392.25,0,0,7,0,0,385.71,385.71,0,0.273695,0,Merchant,0,385.71,21.84,Low,0
147,TRANSFER,229.17,C3435436302,8067.27,7838.1,C4224644816,21143.95,21373.12,0,0,3,6,1,229.17,229.17,0,0.028404,0,Customer,0,229.17,15.71,Low,3
148,CASH_OUT,18.66,C9141036430,12411.3,12392.64,M204607312,132.12,150.78,0,0,4,6,1,18.66,18.66,0,0.001503,0,Merchant,0,18.66,15.04,Low,0
711,CASH_IN,230.13,C3989071038,603.88,373.75,C9117454588,1105.07,1335.2,0,0,15,1,0,230.13,230.13,0,0.380456,0,Customer,0,230.13,9.51,Low,2
489,CASH_IN,102.16,C8643047877,757.72,655.56,C8810184468,879.99,982.15,0,0,9,6,1,102.16,102.16,0,0.134648,0,Customer,0,102.16,3.37,Low,2
640,CASH_IN,13297.42,C5392490177,329.74,0.0,C3673244853,83.55,13380.97,0,0,16,5,1,329.74,13297.42,1,40.205055,1,Customer,0,13297.42,60.0,High,2
551,CASH_IN,447.35,C4640100725,5649.84,5202.49,C8773858601,123.77,571.12,0,0,23,1,0,447.35,447.35,0,0.079165,0,Customer,0,447.35,1.98,Low,2
338,CASH_OUT,122.36,C4385719827,419.36,297.0,M298186249,38.61,160.97,0,0,2,0,0,122.36,122.36,0,0.291084,0,Merchant,0,122.36,22.28,Low,0
641,CASH_OUT,112.43,C8862994123,97.8,0.0,M647617131,4.19,116.62,0,0,17,5,1,97.8,112.43,1,1.137955,1,Merchant,0,112.43,75.0,High,0
473,PAYMENT,26.58,C7932644262,17.18,0.0,M336653156,5223.43,5250.01,0,0,17,5,1,17.18,26.58,1,1.462046,1,Merchant,0,26.58,60.0,High,1
151,CASH_OUT,8472.31,C8731148964,102.64,0.0,M361235500,2993.74,11466.05,0,0,7,6,1,102.64,8472.31,1,81.747491,1,Merchant,0,8472.31,75.0,High,0
415,CASH_IN,4976.88,C6754179500,564.15,0.0,C3589374760,384.61,5361.49,0,0,7,3,0,564.15,4976.88,1,8.806299,1,Customer,0,4976.88,60.0,High,2
298,PAYMENT,352.89,C6566914872,12694.12,12341.23,M196544323,487.83,840.72,0,0,10,5,1,352.89,352.89,0,0.027797,0,Merchant,0,352.89,0.69,Low,1
611,CASH_IN,31529.88,C1616710737,1228.79,0.0,C1225966828,4753.96,36283.84,0,0,11,4,0,1228.79,31529.88,1,25.638426,1,Customer,0,31529.88,60.0,High,2
263,CASH_OUT,393.0,C3437468603,1460.03,1067.03,M699017982,1.33,394.33,0,0,23,3,0,393.0,393.0,0,0.268988,0,Merchant,0,393.0,21.72,Low,0
144,TRANSFER,3615.07,C3683994723,1105.92,0.0,C7120086552,1472.5,5087.57,0,0,0,6,1,1105.92,3615.07,1,3.265882,1,Customer,0,3615.07,75.0,High,3
346,CASH_OUT,1251.78,C2858464031,26890.88,25639.1,M212512064,5308.69,6560.47,0,0,10,0,0,1251.78,1251.78,0,0.046549,0,Merchant,0,1251.78,16.16,Low,0
624,PAYMENT,127.87,C1389194901,3903.61,3775.74,M945867747,45561.44,45689.31,0,0,0,5,1,127.87,127.87,0,0.032748,0,Merchant,0,127.87,0.82,Low,1
572,PAYMENT,580.98,C2573379979,1057.03,476.05,M389751293,4099.76,4680.74,0,0,20,2,0,580.98,580.98,0,0.549115,0,Merchant,0,580.98,13.73,Low,1
2,CASH_IN,850.18,C2246889513,245.51,0.0,C5792757154,21770.36,22620.54,0,0,2,0,0,245.51,850.18,1,3.448866,1,Customer,0,850.18,60.0,High,2
304,PAYMENT,29.71,C2492379596,46.94,17.23,M837675371,233.39,263.1,0,0,16,5,1,29.71,29.71,0,0.619733,0,Merchant,0,29.71,15.49,Low,1
254,TRANSFER,717.63,C8617681979,68263.66,67546.03,C6782593531,421.1,1138.73,0,0,14,3,0,717.63,717.63,0,0.010512,0,Customer,0,717.63,15.26,Low,3
652,CASH_IN,3951.65,C7486392717,8176.71,4225.06,C1237240865,53.62,4005.27,0,0,4,6,1,3951.65,3951.65,0,0.483222,0,Customer,0,3951.65,12.08,Low,2
453,CASH_IN,101.18,C5074035264,676.21,575.03,C1785512883,88.14,189.32,0,0,21,4,0,101.18,101.18,0,0.149407,0,Customer,0,101.18,3.74,Low,2
37,CASH_OUT,264.85,C6384648153,97235.68,96970.83,M363814861,4278.72,4543.57,0,0,13,1,0,264.85,264.85,0,0.002724,0,Merchant,0,264.85,15.07,Low,0
160,CASH_IN,43.85,C2085404743,1075.92,1032.07,C9377661093,1195.4,1239.25,0,0,16,6,1,43.85,43.85,0,0.040718,0,Customer,0,43.85,1.02,Low,2
9,CASH_IN,153.61,C3351662561,142.33,0.0,C1584373428,1508.56,1662.17,0,0,9,0,0,142.33,153.61,1,1.071723,1,Customer,0,153.61,60.0,High,2
233,CASH_OUT,179.4,C9780135066,23252.18,23072.78,M465629879,8.69,188.09,0,0,17,2,0,179.4,179.4,0,0.007715,0,Merchant,0,179.4,15.19,Low,0
99,CASH_OUT,9474.18,C8877560030,44.59,0.0,M680185104,1406.67,10880.85,0,0,3,4,0,44.59,9474.18,1,207.812678,1,Merchant,0,9474.18,75.0,High,0
659,CASH_OUT,213.92,C3430948801,402.52,188.6,M191396331,12405.14,12619.06,0,0,11,6,1,213.92,213.92,0,0.530135,0,Merchant,0,213.92,28.25,Medium,0
208,CASH_OUT,139.68,C7574035368,54.51,0.0,M930881003,1238.49,1378.17,0,0,16,1,0,54.51,139.68,1,2.516303,1,Merchant,0,139.68,75.0,High,0
131,PAYMENT,334.32,C8934608685,148.65,0.0,M366023566,36.8,371.12,0,0,11,5,1,148.65,334.32,1,2.234013,1,Merchant,0,334.32,60.0,High,1
404,TRANSFER,13.26,C9132104343,1807.27,1794.01,C1899993536,369.44,382.7,0,0,20,2,0,13.26,13.26,0,0.007333,0,Customer,0,13.26,15.18,Low,3
152,PAYMENT,3.61,C8084265103,2547.78,2544.17,M487029933,14151.19,14154.8,0,0,8,6,1,3.61,3.61,0,0.001416,0,Merchant,0,3.61,0.04,Low,1
54,PAYMENT,25.43,C7188045798,69.72,44.29,M112705293,883.9,909.33,0,0,6,2,0,25.43,25.43,0,0.359587,0,Merchant,0,25.43,8.99,Low,1
120,TRANSFER,771.4,C2552279404,101002.49,100231.09,C9543179500,9680.67,10452.07,0,0,0,5,1,771.4,771.4,0,0.007637,0,Customer,0,771.4,15.19,Low,3
673,CASH_OUT,401.27,C3731167486,5.91,0.0,M859321252,49074.88,49476.15,0,0,1,0,0,5.91,401.27,1,58.070912,1,Merchant,0,401.27,75.0,High,0
628,CASH_IN,2294.36,C1593800594,1516.15,0.0,C7890937184,256.38,2550.74,0,0,4,5,1,1516.15,2294.36,1,1.512283,1,Customer,0,2294.36,60.0,High,2
587,PAYMENT,19.28,C3957001239,1616.27,1596.99,M620264081,28.55,47.83,0,0,11,3,0,19.28,19.28,0,0.011921,0,Merchant,0,19.28,0.3,Low,1
625,PAYMENT,268.24,C5192901732,2119.01,1850.77,M477918574,117.72,385.96,0,0,1,5,1,268.24,268.24,0,0.126528,0,Merchant,0,268.24,3.16,Low,1
420,CASH_OUT,16.72,C8552877724,9880.54,9863.82,M773391865,50925.49,50942.21,0,0,12,3,0,16.72,16.72,0,0.001692,0,Merchant,0,16.72,15.04,Low,0
422,PAYMENT,688.59,C6981750035,0.54,0.0,M390612367,3321.44,4010.03,0,0,14,3,0,0.54,688.59,1,447.136364,1,Merchant,0,688.59,60.0,High,1
104,CASH_OUT,25.64,C3548130027,158.36,132.72,M144805976,756.59,782.23,0,0,8,4,0,25.64,25.64,0,0.160894,0,Merchant,0,25.64,19.02,Low,0
254,CASH_IN,247.96,C6459812115,1600.66,1352.7,C7682507524,6084.77,6332.73,0,0,14,3,0,247.96,247.96,0,0.154814,0,Customer,0,247.96,3.87,Low,2
227,CASH_OUT,609.59,C9898672764,77473.56,76863.97,M239619471,133.61,743.2,0,0,11,2,0,609.59,609.59,0,0.007868,0,Merchant,0,609.59,15.2,Low,0
112,CASH_IN,184.49,C4256095891,256.07,71.58,C9638087899,183.0,367.49,0,0,16,4,0,184.49,184.49,0,0.717664,0,Customer,0,184.49,17.94,Low,2
510,PAYMENT,4.38,C6710509740,677.89,673.51,M890918785,70.72,75.1,0,0,6,0,0,4.38,4.38,0,0.006452,0,Merchant,0,4.38,0.16,Low,1
473,CASH_OUT,11211.17,C7732538006,6725.39,0.0,M634841186,94350.7,105561.87,0,0,17,5,1,6725.39,11211.17,1,1.666744,1,Merchant,0,11211.17,75.0,High,0
99,CASH_IN,149.19,C4625087896,53.31,0.0,C9655593226,657.74,806.93,0,0,3,4,0,53.31,149.19,1,2.747008,1,Customer,0,149.19,60.0,High,2
153,CASH_OUT,16.13,C4332599811,1159.93,1143.8,M492340712,317.03,333.16,0,0,9,6,1,16.13,16.13,0,0.013894,0,Merchant,0,16.13,15.35,Low,0
338,CASH_IN,1848.98,C9025990746,843.17,0.0,C3337125048,710.43,2559.41,0,0,2,0,0,843.17,1848.98,1,2.190293,1,Customer,0,1848.98,60.0,High,2
706,TRANSFER,1992.49,C6965064967,239.11,0.0,C5939771485,326.73,2319.22,0,0,10,1,0,239.11,1992.49,1,8.298238,1,Customer,0,1992.49,75.0,High,3
